テキスト,ページ,問題,答え
漢字の学習中１,p13,自然ハカイを防ぐ,破壊
漢字の学習中１,p13,パソコンをコワス,壊す
漢字の学習中１,p13,感情をオサエル,抑える
漢字の学習中１,p13,怒りをヨクセイする,抑制
漢字の学習中１,p13,ミリョクにあふれる,魅力
漢字の学習中１,p13,誤りをシテキする,指摘
漢字の学習中１,p13,木の芽をツム,摘む
漢字の学習中１,p15,形がウカビアガル,浮かび上がる
漢字の学習中１,p15,二位にフジョウする,浮上
漢字の学習中１,p15,二人の顔のカゲエ,影絵
漢字の学習中１,p15,著者のキンエイ,近影
漢字の学習中１,p15,イッシュンの出来事,一瞬
漢字の学習中１,p15,川に橋がカカル,架かる
漢字の学習中１,p15,カクウの生き物,架空
漢字の学習中１,p15,ハイケイを描く,背景
漢字の学習中１,p15,メズラシイ形の橋,珍しい
漢字の学習中１,p15,山や海のチンミ,珍味
漢字の学習中１,p15,建物のオクに入る,奥
漢字の学習中１,p15,アゴに手をそえる,顎
漢字の学習中１,p15,ガクカンセツが痛む,顎関節
漢字の学習中１,p15,カンタンな質問に答える,簡単
漢字の学習中１,p15,ケショウダイノ前に立つ,化粧台
漢字の学習中１,p15,椅子にスワル,座る
漢字の学習中１,p15,シュウレイな富士山,秀麗
漢字の学習中１,p15,地面にロシュツした岩,露出
漢字の学習中１,p15,作品を披ロウする,露
漢字の学習中１,p15,葉がツユにぬれる,露
漢字の学習中１,p15,アラアラシイ動作,荒々しい
漢字の学習中１,p15,コウ廃した村,荒
漢字の学習中１,p15,台風で海がアレル,荒れる
漢字の学習中１,p15,新聞をひもでシバル,縛る
漢字の学習中１,p15,行動をソクバクする,束縛
漢字の学習中１,p15,別の方法をタメス,試す
漢字の学習中１,p15,情報をヒカクする,比較
漢字の学習中１,p15,内容をトラエル,捉える
漢字の学習中１,p15,魚の群れを捕ソクする,捕捉
漢字の学習中１,p15,辞典をカイテイする,改訂
漢字の学習中１,p17,弟はアマエンボウだ,甘えん坊
漢字の学習中１,p17,カンミリョウを加える,甘味料
漢字の学習中１,p17,隣家のボッちゃん,坊
漢字の学習中１,p17,箱にリボンをマク,巻く
漢字の学習中１,p17,妹をカンビョウする,看病
漢字の学習中１,p17,形のルイジした品物,類似
漢字の学習中１,p17,イスにこしかける,椅子
漢字の学習中１,p17,フセンに書き出す,付箋
漢字の学習中１,p17,水にぬれて本がイタム,傷む
漢字の学習中１,p17,図書館のゾウショ,蔵書
漢字の学習中１,p17,情報をケンサクする,検索
漢字の学習中１,p17,手紙がトドク,届く
漢字の学習中１,p17,伴奏をタントウする,担当
漢字の学習中１,p17,テキが現われる,敵
漢字の学習中１,p17,正式なメイショウを記す,名称
漢字の学習中１,p17,カクニンを求める,確認
漢字の学習中１,p17,サバクが広がる,砂漠
漢字の学習中１,p17,森林をバッサイする,伐採
漢字の学習中１,p17,電池をヘイレツにつなぐ,並列
漢字の学習中１,p17,利益がルイカする,累加
漢字の学習中１,p17,トビラを閉める,扉
漢字の学習中１,p17,家のカギを開ける,鍵
漢字の学習中１,p17,ピアノのケンバンをたたく,鍵盤
漢字の学習中１,p17,センタクを誤る,選択
漢字の学習中１,p17,方向をテンカンする,転換
漢字の学習中１,p17,電車をノリカエル,乗り換える
漢字の学習中１,p17,日次をレンラクする,連絡
漢字の学習中１,p17,重要ジコウを伝える,事項
漢字の学習中１,p17,必要なコトガラを記す,事柄
漢字の学習中１,p17,かさのエをにぎる,柄
漢字の学習中１,p19,フツウの考えを知る,普通
漢字の学習中１,p19,ムズカシイ話を聞く,難しい
漢字の学習中１,p19,鳥がツバサを広げる,翼
漢字の学習中１,p19,飛行機のシュヨク,主翼
漢字の学習中１,p19,よいインショウの人,印象
漢字の学習中１,p19,詩をソウサクする,創作
漢字の学習中１,p19,意見をノベル,述べる
漢字の学習中１,p19,カロやかな足取り,軽やか
漢字の学習中１,p19,輪になってオドル,躍る
漢字の学習中１,p19,日本ブヨウを習う,舞踊
漢字の学習中１,p19,ヒユを交えて話す,比喩
漢字の学習中１,p19,ヤミの中を歩く,闇
漢字の学習中１,p19,インキョ生活を送る,隠居
漢字の学習中１,p19,真実をカクス,隠す
漢字の学習中１,p19,必要な知識をアタエル,与える
漢字の学習中１,p19,研究にキヨする,寄与
漢字の学習中１,p19,ハチが花の蜜を吸う,蜂
漢字の学習中１,p19,民衆がホウキする,蜂起
漢字の学習中１,p19,友人を家にムカエル,迎える
漢字の学習中１,p19,ソウゲイバスに乗る,送迎
漢字の学習中１,p19,ギジンホウで表す,擬人法
漢字の学習中１,p19,勢いにアットウされる,圧倒
漢字の学習中１,p19,つまずいてタオレル,倒れる
漢字の学習中１,p19,文末にヨインを残す,余韻
漢字の学習中１,p19,旅のトチュウ,途中
漢字の学習中１,p19,ツイクを用いた詩,対句
漢字の学習中１,p19,机をナラベル,並べる
漢字の学習中１,p19,ナガグツを履く,長靴
漢字の学習中１,p19,カメがゆっくり歩く,亀
漢字の学習中１,p19,道路にキ裂が入る,亀
漢字の学習中１,p21,文章の要点をトラエル,捉える
漢字の学習中１,p21,状況を頭にウカベル,浮かべる
漢字の学習中１,p21,船が波にユラレル,揺られる
漢字の学習中１,p21,失敗にドウヨウする,動揺
漢字の学習中１,p21,ヨットのホをあげる,帆
漢字の学習中１,p21,ハンセンが水面を走る,帆船
漢字の学習中１,p21,重要なコトガラを伝える,事柄
漢字の学習中１,p21,シュンジに判断する,瞬時
漢字の学習中１,p21,ホウフな資源がある,豊富
漢字の学習中１,p21,チシキを身に着ける,知識
漢字の学習中１,p21,道をタズネル,尋ねる
漢字の学習中１,p21,ジンジョウでない暑さ,尋常
漢字の学習中１,p21,よい印象をアタエル,与える
漢字の学習中１,p21,新聞に投書がノル,載る
漢字の学習中１,p21,台帳にキサイする,記載
漢字の学習中１,p21,ミチのものに出会う,未知
漢字の学習中１,p21,詳しくセツメイする,説明
漢字の学習中１,p21,靴下にアナが空く,穴
漢字の学習中１,p21,言葉をツクス,尽くす
漢字の学習中１,p21,発展にジンリョクする,尽力
漢字の学習中１,p21,練習のコウカが出る,効果
漢字の学習中１,p21,カミナリを怖がる,雷
漢字の学習中１,p21,ライメイがとどろく,雷鳴
漢字の学習中１,p21,声がヒビキワタル,響き渡る
漢字の学習中１,p21,エイキョウを与える,影響
漢字の学習中１,p21,ゲキレツな争い,激烈
漢字の学習中１,p21,すばらしいハッソウ,発想
漢字の学習中１,p21,ニンシキを改める,認識
漢字の学習中１,p21,キンチョウをほぐす,緊張
漢字の学習中１,p21,カンジョウを顔に出す,感情
漢字の学習中１,p23,音楽にムネが高鳴る,胸
漢字の学習中１,p23,友達にカンシャする,感謝
漢字の学習中１,p23,長いキョリを走る,距離
漢字の学習中１,p23,船が岸をハナレル,離れる
漢字の学習中１,p23,ひとみがカガヤク,輝く
漢字の学習中１,p23,文化をソウゾウする,創造
漢字の学習中１,p23,テイギを明確にする,定義
漢字の学習中１,p23,カンケツに説明する,簡潔
漢字の学習中１,p23,ゴイを豊かにする,語彙
漢字の学習中１,p23,苦いケイケンをする,経験
漢字の学習中１,p23,シンジョウを察する,心情
漢字の学習中１,p23,テキカクに判断する,的確
漢字の学習中１,p23,栄養をタクワエル,蓄える
漢字の学習中１,p23,書店で本をサガス,探す
漢字の学習中１,p23,ご来場のミナサマ,皆様
漢字の学習中１,p23,法律の知識はカイムだ,皆無
漢字の学習中１,p23,ハズカシイ話,恥ずかしい
漢字の学習中１,p23,チジョクを受ける,恥辱
漢字の学習中１,p23,知らずにハジをかく,恥
漢字の学習中１,p23,易しくイイカエル,言い換える
漢字の学習中１,p23,メンボクが立つ,面目
漢字の学習中１,p23,テレクサイ顔をする,照れくさい
漢字の学習中１,p23,再会がオモはゆい,面
漢字の学習中１,p23,カンヨウクを使う,慣用句
漢字の学習中１,p23,妹のカタに手を置く,肩
漢字の学習中１,p23,ギオンゴで表現する,擬音語
漢字の学習中１,p23,ビミョウな変化,微妙
漢字の学習中１,p23,技術をミガク,磨く
漢字の学習中１,p23,宝石をケンマする,研磨
漢字の学習中１,p23,規則がアラタマル,改まる
漢字の学習中１,p25,ごみのシュウシュウ,収集
漢字の学習中１,p25,目標をセンゲンする,宣言
漢字の学習中１,p25,海洋オセンを防ぐ,汚染
漢字の学習中１,p25,クワシイ話をする,詳しい
漢字の学習中１,p25,ショウサイに説明する,詳細
漢字の学習中１,p25,事実にモトヅク物語,基づく
漢字の学習中１,p25,サクインで探す,索引
漢字の学習中１,p25,広いハンイで雨が降る,範囲
漢字の学習中１,p25,ダレかにきいてみる,誰
漢字の学習中１,p25,クフウをこらす,工夫
漢字の学習中１,p25,アイデアをシボリコム,絞り込む
漢字の学習中１,p25,柔道のシメ技,絞め
漢字の学習中１,p25,名簿をカクニンする,確認
漢字の学習中１,p25,品物をホウソウする,包装
漢字の学習中１,p25,フクロに物を入れる,袋
漢字の学習中１,p25,ゴインに注意する,誤飲
漢字の学習中１,p25,ヒガイをまぬかれる,被害
漢字の学習中１,p25,迷惑をコウムル,被る
漢字の学習中１,p25,資料をエツランする,閲覧
漢字の学習中１,p25,予算をサクゲンする,削減
漢字の学習中１,p25,かんなで木をケズル,削る
漢字の学習中１,p25,ソッコウを水が流れる,側溝
漢字の学習中１,p25,スコップでミゾを掘る,溝
漢字の学習中１,p25,規則をテッテイさせる,徹底
漢字の学習中１,p25,チョサクケンを守る,著作権
漢字の学習中１,p25,ズイヒツを書く,随筆
漢字の学習中１,p25,有名なチョウコク作品,彫刻
漢字の学習中１,p25,仏像をホル,彫る
漢字の学習中１,p25,マンガを読む,漫画
漢字の学習中１,p25,法令をジュンシュする,遵守
漢字の学習中１,p27,好物をショウカイする,紹介
漢字の学習中１,p27,チイキの代表を務める,地域
漢字の学習中１,p27,読書のハバを広げる,幅
漢字の学習中１,p27,感情のシンプク,振幅
漢字の学習中１,p27,陸上のチョウキョリ選手,長距離
漢字の学習中１,p27,カレの家を訪ねる,彼
漢字の学習中１,p27,ヒガンに墓参りをする,彼岸
漢字の学習中１,p27,カノジョの話を聞く,彼女
漢字の学習中１,p27,上着をヌグ,脱ぐ
漢字の学習中１,p27,話がダッセンする,脱線
漢字の学習中１,p27,ウデを組む,腕
漢字の学習中１,p27,兄はワンリョクが強い,腕力
漢字の学習中１,p27,人前でキオクレする,気後れ
漢字の学習中１,p27,イッセイに走り出す,一斉
漢字の学習中１,p27,マジョが主人公の物語,魔女
漢字の学習中１,p27,長いカミを結ぶ,髪
漢字の学習中１,p27,たくましいコッカク,骨格
漢字の学習中１,p27,オゴソカナ空気,厳かな
漢字の学習中１,p27,帯をドウに巻く,帯
漢字の学習中１,p27,新しい靴をハク,履く
漢字の学習中１,p27,リレキショを提出する,履歴書
漢字の学習中１,p27,事件のカクシンに迫る,核心
漢字の学習中１,p27,本にしおりをハサム,挟む
漢字の学習中１,p27,ウエキバチを並べる,植木鉢
漢字の学習中１,p27,タナに箱を置く,棚
漢字の学習中１,p27,部屋のスミに座る,隅
漢字の学習中１,p27,庭のイチグウを占める,一隅
漢字の学習中１,p27,本を丁寧にアツカウ,扱う
漢字の学習中１,p27,心にヒビク歌声,響く
漢字の学習中１,p27,祖母と一緒にクラス,暮らす
漢字の学習中１,p29,ボクと似ている,僕
漢字の学習中１,p29,クウシュウから身を守る,空襲
漢字の学習中１,p29,町を寒波がオソウ,襲う
漢字の学習中１,p29,バクダンを落とす,爆弾
漢字の学習中１,p29,ピアノをヒク,弾く
漢字の学習中１,p29,ボールがハズム,弾む
漢字の学習中１,p29,銃にタマを込める,弾
漢字の学習中１,p29,地面に穴をホル,掘る
漢字の学習中１,p29,遺跡をハックツする,発掘
漢字の学習中１,p29,カンに入ったミルク,缶
漢字の学習中１,p29,おカシを食べる,菓子
漢字の学習中１,p29,田舎にソカイする,疎開
漢字の学習中１,p29,妹はヨンサイになる,四歳
漢字の学習中１,p29,おセイ暮が届く,歳
漢字の学習中１,p29,シンセキの家に行く,親戚
漢字の学習中１,p29,ケイリュウに沿って歩く,渓流
漢字の学習中１,p29,モモの花が咲く,桃
漢字の学習中１,p29,トウゲンキョウに遊ぶ,桃源郷
漢字の学習中１,p29,雨雲が空をオオウ,覆う
漢字の学習中１,p29,フクメンをした犯人,覆面
漢字の学習中１,p29,横断歩道をワタル,渡る
漢字の学習中１,p29,トコウの手続きをする,渡航
漢字の学習中１,p29,トナリの教室に行く,隣
漢字の学習中１,p29,リンジンと話す,隣人
漢字の学習中１,p29,トナリアワセの席,隣り合わせ
漢字の学習中１,p29,新しい本がホシイ,欲しい
漢字の学習中１,p29,鉄分をフクム食品,含む
漢字の学習中１,p29,塩分のガンユウリョウ,含有量
漢字の学習中１,p29,日光で地面がカワク,乾く
漢字の学習中１,p29,カンデンチで動く時計,乾電池
漢字の学習中１,p31,他人にエンリョする,遠慮
漢字の学習中１,p31,空が青くスム,澄む
漢字の学習中１,p31,バクゲキからにげる,爆撃
漢字の学習中１,p31,銃で標的をウツ,撃つ
漢字の学習中１,p31,スギイタで箱を作る,杉板
漢字の学習中１,p31,かんなで板をケズル,削る
漢字の学習中１,p31,死者をノウカンする,納棺
漢字の学習中１,p31,扉をオス,押す
漢字の学習中１,p31,自分のことをオレとよぶ,俺
漢字の学習中１,p31,姉がジュクに通う,塾
漢字の学習中１,p31,部活動のセンパイ,先輩
漢字の学習中１,p31,ロウカを静かに歩く,廊下
漢字の学習中１,p31,ねるヒマもない,暇
漢字の学習中１,p31,長期のキュウカをとる,休暇
漢字の学習中１,p31,集合時間をケイジする,掲示
漢字の学習中１,p31,高々とカカゲル,掲げる
漢字の学習中１,p31,夜景をナガメル,眺める
漢字の学習中１,p31,スレチガイが生じる,すれ違い
漢字の学習中１,p31,摩サツで熱が生じる,擦
漢字の学習中１,p31,コウスイをつける,香水
漢字の学習中１,p31,友達を公園にサソウ,誘う
漢字の学習中１,p31,参加者をユウドウする,誘導
漢字の学習中１,p31,顔をソムケル,背ける
漢字の学習中１,p31,教室がソウゾウシイ,騒々しい
漢字の学習中１,p31,観客がサワグ,騒ぐ
漢字の学習中１,p31,来た道をモドル,戻る
漢字の学習中１,p31,クチビルをかみしめる,唇
漢字の学習中１,p31,そばにカケヨル,駆け寄る
漢字の学習中１,p31,技術をクシする,駆使
漢字の学習中１,p31,ヒンケツを起こす,貧血
漢字の学習中１,p33,帰りがオソイ,遅い
漢字の学習中１,p33,五分チコクする,遅刻
漢字の学習中１,p31,電車がオクレル,遅れる
漢字の学習中１,p33,三つ子のタマシイ百まで,魂
漢字の学習中１,p33,セイコンを込めた作品,精魂
漢字の学習中１,p33,センサイな感覚をもつ,繊細
漢字の学習中１,p33,言葉の起源をサグル,探る
漢字の学習中１,p33,すてきな晴れスガタ,姿
漢字の学習中１,p33,ヒカゲで涼む,日陰
漢字の学習中１,p33,インエイをつけて描く,陰影
漢字の学習中１,p33,表情がカゲル,陰る
漢字の学習中１,p33,モクモクと練習する,黙々
漢字の学習中１,p33,全員がダマル,黙る
漢字の学習中１,p33,顔をタオルでフク,拭く
漢字の学習中１,p33,額の汗をヌグウ,拭う
漢字の学習中１,p33,過去をフリカエル,振り返る
漢字の学習中１,p33,新芽がフキダス,吹き出す
漢字の学習中１,p33,目にナミダをためる,涙
漢字の学習中１,p33,カンルイにむせぶ,感涙
漢字の学習中１,p33,しばをカリコム,刈り込む
漢字の学習中１,p33,これでダイジョウブだ,大丈夫
漢字の学習中１,p33,タケの長いスカート,丈
漢字の学習中１,p33,庭のソウジをする,掃除
漢字の学習中１,p33,家の前をハク,掃く
漢字の学習中１,p33,ヤッカイな作業,厄介
漢字の学習中１,p33,ボウシをかぶる,帽子
漢字の学習中１,p33,荷物をカカエル,抱える
漢字の学習中１,p33,今年のホウフを語る,抱負
漢字の学習中１,p33,弟の肩をダク,抱く
漢字の学習中１,p33,希望を胸にイダク,抱く
漢字の学習中１,p35,カタトキも忘れない,片時
漢字の学習中１,p35,白いネコを飼う,猫
漢字の学習中１,p35,実態にソクした計画,即
漢字の学習中１,p35,タガイに助け合う,互い
漢字の学習中１,p35,コウゴに質問する,交互
漢字の学習中１,p35,キキテキな状況,危機的
漢字の学習中１,p35,ケンリョクを振るう,権力
漢字の学習中１,p35,ツクエに向かう,机
漢字の学習中１,p35,新しいレイゾウコ,冷蔵庫
漢字の学習中１,p35,経験のウムを問う,有無
漢字の学習中１,p35,ドシャ災害を防ぐ,土砂
漢字の学習中１,p35,セイカの日差し,盛夏
漢字の学習中１,p35,ゲシの日が近づく,夏至
漢字の学習中１,p35,シュショウが演説する,首相
漢字の学習中１,p35,無二のチキを得る,知己
漢字の学習中１,p35,カイドウ沿いの町,街道
漢字の学習中１,p35,塩分のノウドが高い,濃度
漢字の学習中１,p35,コイ青色の絵具,濃い
漢字の学習中１,p35,悲報にゴウキュウする,号泣
漢字の学習中１,p35,所得をシンコクする,申告
漢字の学習中１,p35,茶をショモウする,所望
漢字の学習中１,p35,ギコウをこらす,技巧
漢字の学習中１,p35,船をタクミに操る,巧み
漢字の学習中１,p35,ノウリョウセンに乗る,納涼船
漢字の学習中１,p35,スズシイ風が吹く,涼しい
漢字の学習中１,p35,通信をシャダンする,遮断
漢字の学習中１,p35,行く手をサエギル,遮る
漢字の学習中１,p35,ジュウドウの技をかける,柔道
漢字の学習中１,p35,ニュウワな笑顔,柔和
漢字の学習中１,p35,ヤワラカイ毛布,柔らかい
漢字の学習中１,p37,大会でユウショウする,優勝
漢字の学習中１,p37,キョウテキが現れる,強敵
漢字の学習中１,p37,テツボウにぶら下がる,鉄棒
漢字の学習中１,p37,タイソウの選手,体操
漢字の学習中１,p37,トロフィーをヘンカンする,返還
漢字の学習中１,p37,ニルイシュが送球する,二塁手
漢字の学習中１,p37,すもうのオオワザ,大技
漢字の学習中１,p37,カッサイを浴びる,喝采
漢字の学習中１,p37,ホウガン投げの記録,砲丸
漢字の学習中１,p37,読書に時間をサク,割く
漢字の学習中１,p37,キュウドウの大会に出る,弓道
漢字の学習中１,p37,サッカーのシンパン,審判
漢字の学習中１,p37,委員長をツトメル,務める
漢字の学習中１,p37,サイレンパを目指す,再連覇
漢字の学習中１,p37,記録をコウシンする,更新
漢字の学習中１,p37,サラに努力する,更
漢字の学習中１,p37,カイヒン公園で遊ぶ,海浜
漢字の学習中１,p37,ハマベを散歩する,浜辺
漢字の学習中１,p37,プロにヒッテキする実力,匹敵
漢字の学習中１,p37,ヨンヒキの犬を飼う,四匹
漢字の学習中１,p37,自信をソウシツする,喪失
漢字の学習中１,p37,モチュウのはがき,喪中
漢字の学習中１,p37,サクサンを含む液体,酢酸
漢字の学習中１,p37,クロズを使った料理,黒酢
漢字の学習中１,p37,コウタクのある紙,光沢
漢字の学習中１,p37,サワノボリを楽しむ,沢登り
漢字の学習中１,p37,ドンテンが何日も続く,曇天
漢字の学習中１,p37,窓ガラスがクモル,曇る
漢字の学習中１,p37,ジングウにある鳥居,神宮
漢字の学習中１,p37,おじはダイクだ,大工
漢字の学習中１,p39,校庭の桜がサク,咲く
漢字の学習中１,p39,幼いコロの写真,頃
漢字の学習中１,p39,ホオを赤く染める,頬
漢字の学習中１,p39,ハンショクキの野鳥,繫殖期
漢字の学習中１,p39,貯金がフエル,増える
漢字の学習中１,p39,犬にエサをやる,餌
漢字の学習中１,p39,動物をエヅケする,餌付け
漢字の学習中１,p39,返答をセマル,迫る
漢字の学習中１,p39,ハクリョクのある映像,迫力
漢字の学習中１,p39,敵をイカクする,威嚇
漢字の学習中１,p39,実験結果をブンセキする,分析
漢字の学習中１,p39,台風をケイカイする,警戒
漢字の学習中１,p39,失敗をイマシメとする,戒め
漢字の学習中１,p39,ジョウキョウに応じて動く,状況
漢字の学習中１,p39,礼儀正しくフルマウ,振る舞う
漢字の学習中１,p39,晴れのブタイに立つ,舞台
漢字の学習中１,p39,伝統のマイを習う,舞台
漢字の学習中１,p39,虫をオイハラウ,追い払う
漢字の学習中１,p39,確かなショウコがある,証拠
漢字の学習中１,p39,意見のコンキョを示す,根拠
漢字の学習中１,p39,自由にカイシャクする,解釈
漢字の学習中１,p39,イカリをこらえる,怒り
漢字の学習中１,p39,ドゴウが飛び交う,怒号
漢字の学習中１,p39,心ない言葉にオコル,怒る
漢字の学習中１,p39,核兵器のキョウイ,脅威
漢字の学習中１,p39,大きな声でオドス,脅す
漢字の学習中１,p39,賞金をカクトクする,獲得
漢字の学習中１,p39,エモノをねらう,獲物
漢字の学習中１,p39,演技にミリョウされる,魅了
漢字の学習中１,p39,フクザツな問題を解く,複雑
漢字の学習中１,p41,活動がサカンになる,盛ん
漢字の学習中１,p41,新しい発見にオドロク,驚く
漢字の学習中１,p41,キョウイテキな新記録,驚異的
漢字の学習中１,p41,店のトビラを開ける,扉
漢字の学習中１,p41,シンライセイが高い,信頼性
漢字の学習中１,p41,留守番をタノム,頼む
漢字の学習中１,p41,兄をタヨル,頼る
漢字の学習中１,p41,タンテイ小説を読む,探偵
漢字の学習中１,p41,ケイゴを使って話す,敬語
漢字の学習中１,p41,キソから学ぶ,基礎
漢字の学習中１,p41,ヒロウが蓄積する,疲労
漢字の学習中１,p41,調査コウモクを決める,項目
漢字の学習中１,p41,人口のスイイを表す,推移
漢字の学習中１,p41,トクチョウテキな数値,特徴的
漢字の学習中１,p41,値段をヒカクする,比較
漢字の学習中１,p41,セイタイケイを守る,生態系
漢字の学習中１,p41,タビカサナル失敗,度重なる
漢字の学習中１,p41,野菜のナエを植える,苗
漢字の学習中１,p41,ナワ代で発芽する,苗
漢字の学習中１,p41,穀物をシュッカする,出荷
漢字の学習中１,p41,寺のケイダイを歩く,境内
漢字の学習中１,p41,ジュレイ千年の大木,樹齢
漢字の学習中１,p41,スギの木を植える,杉
漢字の学習中１,p41,波の静かなイリエ,入江
漢字の学習中１,p41,中国を流れるチョウコウ,長江
漢字の学習中１,p41,海のサチを味わう,幸
漢字の学習中１,p41,サイキンを研究する,細菌
漢字の学習中１,p41,空にニジが架かる,虹
漢字の学習中１,p41,朝食にナットウを食べる,納豆
漢字の学習中１,p41,米をハッコウさせる,発酵
漢字の学習中１,p43,ガケの上に立つ,崖
漢字の学習中１,p43,ダンガイ絶壁をあおぐ,断崖
漢字の学習中１,p43,腕前をヒロウする,披露
漢字の学習中１,p43,マサツが生じる,摩擦
漢字の学習中１,p43,マホウのつえを使う,杖
漢字の学習中１,p43,話のヨウシをまとめる,要旨
漢字の学習中１,p43,彼の意見をコウテイする,肯定
漢字の学習中１,p43,コウサが観測させる,黄砂
漢字の学習中１,p43,カードをソウニュウする,挿入
漢字の学習中１,p43,花瓶に花をサス,挿す
漢字の学習中１,p43,公園をセイソウする,清掃
漢字の学習中１,p43,バイシン制度を学ぶ,陪審
漢字の学習中１,p43,宣伝のためのバイタイ,媒体
漢字の学習中１,p43,チュウシャ禁止の場所,駐車
漢字の学習中１,p43,売買をチュウカイする,仲介
漢字の学習中１,p43,ピアノの演奏をキク,聴く
漢字の学習中１,p43,ホチョウキを使う,補聴器
漢字の学習中１,p43,言葉のヒビキを味わう,響き
漢字の学習中１,p43,夕方から雨がフル,降る
漢字の学習中１,p43,セナカを伸ばす,背中
漢字の学習中１,p43,しずくがタレル,垂れる
漢字の学習中１,p43,白いケムリがただよう,煙
漢字の学習中１,p43,雨にケムル山々,煙る
漢字の学習中１,p43,フンエンが上がる,噴煙
漢字の学習中１,p43,火山が火をフク,噴く
漢字の学習中１,p43,オカの上の学校,丘
漢字の学習中１,p43,サキュウを歩く,砂丘
漢字の学習中１,p43,心がアラワレル,洗われる
漢字の学習中１,p43,アザヤカナ色の花,鮮やかな
漢字の学習中１,p43,船で川をワタル,渡る
漢字の学習中１,p45,なよ竹のかぐやヒメ,姫
漢字の学習中１,p45,キュウコンを受ける,求婚
漢字の学習中１,p45,物語のボウトウを読む,冒頭
漢字の学習中１,p45,危険をオカス,冒す
漢字の学習中１,p45,ツツの中をのぞく,筒
漢字の学習中１,p45,スイトウのお茶を飲む,水筒
漢字の学習中１,p45,子供をサズカル,授かる
漢字の学習中１,p45,カガヤク星を眺める,輝く
漢字の学習中１,p45,美しいムスメ,娘
漢字の学習中１,p45,ナンダイを解決する,難題
漢字の学習中１,p45,雨で外出をアキラメル,諦める
漢字の学習中１,p45,時代をテイカンする,諦観
漢字の学習中１,p45,先人のチエを生かす,知恵
漢字の学習中１,p45,試合にイドム,挑む
漢字の学習中１,p45,記録にチョウセンする,挑戦
漢字の学習中１,p45,図書館にコモル,籠もる
漢字の学習中１,p45,小鳥をカゴに入れる,籠
漢字の学習中１,p45,翁の家をオトズレル,訪れる
漢字の学習中１,p45,オソロシイ話を聞く,恐ろしい
漢字の学習中１,p45,キョウシュクの思い,恐縮
漢字の学習中１,p45,山のシャメンを下る,斜面
漢字の学習中１,p45,ナナメに線を引く,斜め
漢字の学習中１,p45,ズボンのスソが汚れる,裾
漢字の学習中１,p45,ミオトリしない,見劣り
漢字の学習中１,p45,レットウカンを抱く,劣等感
漢字の学習中１,p45,不満をウッタエル,訴える
漢字の学習中１,p45,検察官がキソする,起訴
漢字の学習中１,p45,サクリャクをめぐらす,策略
漢字の学習中１,p45,お年をメス,召す
漢字の学習中１,p45,国会をショウシュウする,招集
漢字の学習中１,p47,申し出をコバム,拒む
漢字の学習中１,p47,誕生日をムカエル,迎える
漢字の学習中１,p47,ナミダを流す,涙
漢字の学習中１,p47,気温がジョウショウする,上昇
漢字の学習中１,p47,太陽が東の空にノボル,昇る
漢字の学習中１,p47,使者をツカワス,遣わす
漢字の学習中１,p47,大使をハケンする,派遣
漢字の学習中１,p47,門をトザス,閉ざす
漢字の学習中１,p47,盗みをオカス,犯す
漢字の学習中１,p47,手紙をソエル,添える
漢字の学習中１,p47,食品テンカブツを調べる,添加物
漢字の学習中１,p47,ハゴロモを着る,羽衣
漢字の学習中１,p47,ツクエに本をフセル,伏せる
漢字の学習中１,p47,キフクの多い山道,起伏
漢字の学習中１,p47,お祝いの言葉をオクル,贈る
漢字の学習中１,p47,蔵書をキゾウする,寄贈
漢字の学習中１,p47,帝の御フミ,文
漢字の学習中１,p47,注文をウケタマワル,承る
漢字の学習中１,p47,作品のミリョクを語る,魅力
漢字の学習中１,p47,ハチを庭に並べる,鉢
漢字の学習中１,p47,フダンから心がける,普段
漢字の学習中１,p47,座右のメイを心に刻む,銘
漢字の学習中１,p47,話がムジュンする,矛盾
漢字の学習中１,p47,ホコで突き通す,矛
漢字の学習中１,p47,タテで矢を防ぐ,盾
漢字の学習中１,p47,最後の話はダソクだ,蛇足
漢字の学習中１,p47,ジャグチをひねる,蛇口
漢字の学習中１,p47,ヘビを捕まえる,蛇
漢字の学習中１,p47,カタイ材木を切る,硬い
漢字の学習中１,p47,ケンジツな仕事ぶり,堅実
漢字の学習中１,p49,友人に近況をタズネル,尋ねる
漢字の学習中１,p49,根気のイル作業,要る
漢字の学習中１,p49,実験結果のブンセキ,分析
漢字の学習中１,p49,イッパンの考えを知る,一般
漢字の学習中１,p49,イクツか例を挙げる,幾つ
漢字の学習中１,p49,キ何学の研究をする,幾
漢字の学習中１,p49,自転車がコワレル,壊れる
漢字の学習中１,p49,シセツを利用する,施設
漢字の学習中１,p49,対策をホドコス,施す
漢字の学習中１,p49,アシコシをきたえる,足腰
漢字の学習中１,p49,外来語がフキュウする,普及
漢字の学習中１,p49,長年にオヨブ観察,及ぶ
漢字の学習中１,p49,カイゴの仕事をする,介護
漢字の学習中１,p49,何度もクリカエス,繰り返す
漢字の学習中１,p49,皆の発言をウナガス,促す
漢字の学習中１,p49,宣伝活動をソクシンする,促進
漢字の学習中１,p49,目標をナシトゲル,成し遂げる
漢字の学習中１,p49,任務をスイコウする,遂行
漢字の学習中１,p49,法のモトの平等,下
漢字の学習中１,p49,観客の心をウバウ,奪う
漢字の学習中１,p49,首位をダッカイする,奪回
